,ngram
6453,파문 이 일
6454,파스텔
6455,파스텔 조
6456,파악
6457,파악 하
6458,파열
6459,판 을
6460,판 을 퇴보
6461,판단 을
6462,판단 을 내리
6463,판정
6464,판정 을
6465,판정 을 받
6466,팔
6467,팔 겠
6468,팔 겠 느냐고
6469,팔 는
6470,팔 는 곳
6471,팔리
6472,팔리 어
6473,팔리 어 나가
6474,패
6475,퍼먹
6476,퍼먹 고
6477,퍼먹 고 는
6478,페놀
6479,페놀 홍역
6480,편견
6481,편견 이
6482,편견 이 교포
6483,편견 이 지나치
6484,편모
6485,편모 들
6486,편모 들 이
6487,편모 에
6488,편모 에 대하
6489,편차
6490,편차 가
6491,편차 가 크
6492,편파
6493,편향
6494,편향 성
6495,폐단
6496,폐렴
6497,폐렴 은
6498,폐렴 은 현재
6499,폐지
6500,폐지 가
6501,폐지 가 시급
6502,폐지 하
6503,포기
6504,포기 하
6505,포장
6506,포장 기준
6507,포장 기준 을
6508,폭력
6509,폭력 과
6510,폭력 과 알코올
6511,폭력 적
6512,폭력 적 상황
6513,폭행
6514,폭행 의
6515,폭행 의 대상
6516,표상
6517,표상 이
6518,표상 이 다
6519,표시
6520,표시 하
6521,표시 하 지
6522,푸
6523,푸 어
6524,푸 어 담
6525,푼수
6526,푼수 기
6527,푼수 기 가
6528,풀리
6529,풀이
6530,풀이 하
6531,프로이트
6532,프로이트 는
6533,프로이트 는 어떤
6534,프로젝트
6535,프로젝트 가
6536,프로젝트 가 특허
6537,피
6538,피 를
6539,피 를 끈끈
6540,피 를 토하
6541,피우 어
6542,피우 어 보
6543,피해
6544,피해 다니
6545,피해 도
6546,피해 도 내
6547,피해자
6548,피해자 이
6549,피해자 이 며
6550,필기
6551,필기 시험
6552,필요 가
6553,필요 가 없
6554,필요 가 있
6555,필요 는
6556,필요 는 없
6557,필요 없
6558,필요 없 다
6559,필요 하 다
6560,핍박
6561,핍박 받
6562,하 라
6563,하
6564,하
6565,하 겠
6566,하 겠 네요
6567,하
6568,하 고 싶
6569,하 기
6570,하 기 어렵
6571,하 
6572,하  일
6573,하 는 의구심
6574,하 다가
6575,하 다가 는
6576,하 까
6577,하 까 보
6578,하 라는
6579,하 라는 대로
6580,하 아도
6581,하 아도 예술품
6582,하 아야
6583,하 아야 되
6584,하 았
6585,하 았 나
6586,하 았 는데
6587,하 았 다는
6588,하 았 으면
6589,하 여
6590,하 여 연민
6591,하 지
6592,하 지 않
6593,하 지만
6594,하 
6595,하  일
6596,하 다고
6597,하 는 눈치
6598,하 는 말
6599,하 다
6600,하  가능
6601,하  것
6602,하 아서
6603,하 아서 는
6604,하 게 느끼
6605,하 게 들리
6606,하 게 만
6607,하 게 쓰
6608,하 게 여기
6609,하 게 하
6610,하 기
6611,하 기 그지없
6612,하  개조
6613,하  거
6614,하  결혼
6615,하  과오
6616,하  그
6617,하  나이
6618,하  내용
6619,하  냄새
6620,하  느낌
6621,하  말
6622,하  밤
6623,하  성격
6624,하  심회
6625,하  의혹
6626,하  처지
6627,하  체
6628,하  최후
6629,하  침략
6630,하  학생
6631,하 가
6632,하 다
6633,하 다 못하
6634,하 다
6635,하 도록
6636,하 도록 운항
6637,하 
6638,하  정도
6639,하  을
6640,하 아
6641,하 아 보이
6642,하 아 하
6643,하 았
6644,하 았 으련만
6645,하 지
6646,하 지 는
6647,하 지 못하
6648,하 지 않
6649,하 거나
6650,하 거나 포기
6651,하 게
6652,하 게 만들
6653,하 게 하
6654,하 겠
6655,하 겠 다는
6656,하 고 있
6657,하 기 어렵
6658,하 
6659,하  서방
6660,하  수준
6661,하  시멘트
6662,하  유리
6663,하  짓
6664,하  현실
6665,하 다
6666,하 는
6667,하 는 것
6668,하 는 시약
6669,하 는 증상
6670,하 는 징후
6671,하 는 척
6672,하 도록
6673,하 도록 되
6674,하 
6675,하  때
6676,하  수
6677,하  필요
6678,하 라고
6679,하 라고 하
6680,하 랄까
6681,하 랄까 보
6682,하 려는
6683,하 려는 왕실
6684,하 며
6685,하 며 지나치
6686,하 시
6687,하 시 
6688,하 시 는
6689,하 아 가
6690,하 아 결국
6691,하 아 주
6692,하 아 하
6693,하 아 훨씬
6694,하 았 다
6695,하 자면
6696,하 자면 길
6697,하 지
6698,하 지 못하
6699,하 지 않
6700,하고
6701,하고
6702,하고 함께
6703,하고 함께 살
6704,하나 얻
6705,하나 얻 어
6706,하늘
6707,하늘 을
6708,하늘 을 울리
6709,하늘 의
6710,하늘 의 별따기
6711,하늘 의 재앙
6712,하지만 남편
6713,하지만 남편 은
6714,하향세
6715,하향세 로
6716,하향세 로 돌아서
6717,학년
6718,학년 의
6719,학년 의 필기
6720,학대
6721,학생
6722,학생 운동
6723,학생 운동 단체
6724,학생 필요
6725,학생 필요 없
6726,한
6727,한 번
6728,한 번 구설수
6729,한 동이
6730,한 동이 푸
6731,한 번
6732,한 번 도
6733,한 번 만
6734,한 번 제대로
6735,한 숟가락
6736,한 숟가락 퍼먹
6737,한 지점
6738,한 지점 에
6739,한 철
6740,한 철 을
6741,한
6742,한 이
6743,한 이 되
6744,한
6745,한 일
6746,한 일 우호
6747,한가지
6748,한가지 아쉽
6749,한가지 아쉽 
6750,한가지 주장
6751,한가지 주장 만
6752,한계
6753,한계 를
6754,한계 를 맛보
6755,한문학
6756,한문학 을
6757,한문학 을 강의
6758,한술
6759,한술 이
6760,한술 이 없
6761,한숨짓
6762,한자
6763,한자 만
6764,한자 만 나오
6765,한창
6766,한탄
6767,한탄 하
6768,할리우드
6769,할리우드 독점
6770,할리우드 독점 에
6771,함께 살
6772,함께 살 
6773,함정
6774,해독
6775,해방
6776,해방 되
6777,해방 되 
6778,해이
6779,해이 되
6780,해적
6781,해적 질
6782,핵심
6783,핵심 적
6784,핵심 적 이
6785,행각
6786,행동
6787,행동 만
6788,행동 만 일삼
6789,행동 하
6790,행복 을 자꾸
6791,행복 하 
6792,행복 하 지
6793,행사 참가
6794,행사 참가 인원
6795,행세
6796,행세 를
6797,행세 를 하
6798,행위
6799,행태
6800,허다
6801,허다 하
6802,허둥대
6803,허둥대 며
6804,허둥대 며 뛰어다니
6805,허리
6806,허리 가
6807,허리 가 꺾이
6808,허리 부상
6809,허우적거리
6810,허위
6811,허위의식
6812,허위의식 이
6813,허점
6814,허점 이
6815,허점 이 여지
6816,헤아리
6817,헤아리 지
6818,헤아리 지 못하
6819,혀
6820,혀 내밀
6821,혀 내밀 어
6822,현란
6823,현란 하
6824,현실 에
6825,현실 에 만
6826,현실 적 비극
6827,현실 적합
6828,현실 적합 성
6829,현실 화
6830,현실 화 하
6831,현재
6832,현재 건드리
6833,현재 건드리 지
6834,혈액
6835,혈액 검사
6836,혈액 검사 등
6837,혐의
6838,혐의 로
6839,혐의 로 기소
6840,혐의 를
6841,혐의 를 받
6842,협박
6843,협박 을
6844,협박 을 하
6845,협의 를 거의
6846,형식 을
6847,형식 을 본
6848,형태
6849,형태 의
6850,형태 의 식민
6851,형편
6852,형편 이
6853,호소
6854,호소 하
6855,호소 하 는
6856,호응
6857,호응 을
6858,호응 을 받
6859,호전
6860,호전 적
6861,호전 적 집단
6862,혹시
6863,혹시 출연
6864,혹시 출연 하
6865,혼
6866,혼 을
6867,혼 을 빼놓
6868,혼나
6869,혼란
6870,혼란 스럽
6871,혼자
6872,혼자 만
6873,혼자 만 먹
6874,혼자 멀
6875,혼자 멀 어
6876,혼자 밥
6877,혼자 밥 을
6878,홀아비
6879,홀아비 가
6880,홀아비 가 되
6881,홍보
6882,홍역
6883,화 되
6884,화 되 어
6885,화 되 지
6886,화 시키
6887,화 전략
6888,화 프로젝트
6889,화 프로젝트 가
6890,화 하
6891,화상
6892,화상 을
6893,화상 을 입히
6894,화재
6895,화재 가
6896,화재 가 가장
6897,화재 가 많
6898,확실
6899,확실 하
6900,확실 하 지
6901,확실히
6902,확실히 밝히
6903,확실히 밝히 어
6904,확인
6905,확인 이
6906,확인 이 안
6907,확인 이
6908,확인 이 필요
6909,확인 하
6910,확인 하 는
6911,확인 하 지
6912,환경
6913,환경 변화
6914,환경 변화 에
6915,환경 파괴
6916,환불
6917,환불 하
6918,환불 하 아
6919,환자
6920,환자 들
6921,환자 들 이
6922,황당
6923,황당 하
6924,황당 하 게
6925,황폐
6926,황폐 하
6927,황폐 하 게
6928,회생
6929,회생 불가
6930,회피
6931,회피 하
6932,획일
6933,획일 화
6934,획일 화 시키
6935,횡설수설
6936,횡설수설 하
6937,횡행
6938,횡행 하
6939,횡행 하 게
6940,후
6941,후 새롭
6942,후 새롭 은
6943,훌륭히
6944,훨씬 넘
6945,훨씬 떨어지
6946,훨씬 못
6947,훨씬 못 미치
6948,휩싸이
6949,휴식
6950,휴식 참
6951,휴식 참 마다
6952,흉내 내 기
6953,흐르
6954,흐르 
6955,흐르  다음
6956,흐르  지금
6957,흐르 다
6958,흐르 는
6959,흐르 는 강물
6960,흔들
6961,흔들 는
6962,흔들 는 대학
6963,흔들 어도
6964,흔들 어도 세우
6965,흔들리
6966,흔들리 는
6967,흔들리 는 부모
6968,흔하
6969,흔하 디
6970,흔하 디 흔하
6971,흘러가
6972,흘리
6973,흙탕물
6974,흙탕물 튀
6975,흙탕물 튀 게
6976,희극
6977,희극 적
6978,희박
6979,희생자
6980,히스테리
6981,히스테리 시대
6982,힘 안
6983,힘 안 들이
6984,힘겹
6985,힘겹 게
6986,힘겹 게 버티
6987,힘들
6988,힘들 
6989,힘들  것
6990,힘들  때
6991,힘차
6992,힘차 
6993,힘차  붓
